1166, 1166, 
-3495, -3495, 
-8086, -8086, 
-12513, -12513, 
-16686, -16685, 
-20521, -20521, 
-23940, -23940, 
-26875, -26875, 
-29265, -29263, 
-31062, -31060, 
-32228, -32228, 
-32741, -32742, 
-32592, -32592, 
-31783, -31781, 
-30328, -30329, 
-28260, -28259, 
-25618, -25617, 
-22458, -22457, 
-18842, -18843, 
-14844, -14845, 
-10547, -10547, 
-6034, -6034, 
-1400, -1400, 
3263, 3263, 
7859, 7859, 
12297, 12296, 
16484, 16485, 
20338, 20338, 
23781, 23780, 
26741, 26740, 
29158, 29159, 
30986, 30986, 
32184, 32185, 
32731, 32733, 
32615, 32616, 
31839, 31838, 
30417, 30416, 
28377, 28377, 
25763, 25763, 
22627, 22628, 
19032, 19033, 
15052, 15052, 
10767, 10767, 
6263, 6264, 
1633, 1634, 
-3030, -3030, 
-7632, -7633, 
-12079, -12080, 
-16283, -16283, 
-20155, -20154, 
-23620, -23619, 
-26604, -26605, 
-29051, -29051, 
-30908, -30909, 
-32140, -32141, 
-32720, -32721, 
-32638, -32638, 
-31893, -31892, 
-30502, -30502, 
-28494, -28493, 
-25907, -25906, 
-22796, -22795, 
-19222, -19222, 
-15259, -15259, 
-10987, -10987, 
-6493, -6492, 
-1866, -1866, 
2797, 2797, 
7404, 7405, 
11862, 11862, 
16079, 16079, 
19971, 19971, 
23457, 23457, 
26468, 26468, 
28943, 28942, 
30830, 30831, 
32094, 32093, 
32707, 32707, 
32657, 32656, 
31946, 31946, 
30586, 30586, 
28608, 28608, 
26049, 26050, 
22962, 22963, 
19411, 19411, 
15466, 15465, 
11207, 11206, 
6722, 6722, 
2099, 2099, 
-2565, -2565, 
-7177, -7178, 
-11644, -11645, 
-15875, -15875, 
-19785, -19784, 
-23294, -23294, 
-26330, -26330, 
-28833, -28832, 
-30751, -30751, 
-32046, -32046, 
-32692, -32692, 
-32676, -32675, 
-31997, -31997, 
-30670, -30670, 
-28721, -28721, 
-26190, -26190, 
-23128, -23129, 
-19598, -19599, 
-15671, -15672, 
-11425, -11426, 
-6950, -6950, 
-2331, -2332, 
2332, 2333, 
6949, 6949, 
11426, 11426, 
15671, 15671, 
19598, 19598, 
23128, 23128, 
26190, 26190, 
28722, 28720, 
30669, 30669, 
31997, 31996, 
32676, 32675, 
32692, 32692, 
32046, 32046, 
30751, 30751, 
28832, 28833, 
26330, 26330, 
23293, 23294, 
19785, 19785, 
15876, 15875, 
11645, 11645, 
7177, 7177, 
2566, 2565, 
-2100, -2100, 
-6722, -6721, 
-11207, -11208, 
-15465, -15465, 
-19412, -19412, 
-22963, -22962, 
-26049, -26049, 
-28608, -28608, 
-30586, -30586, 
-31946, -31946, 
-32657, -32657, 
-32707, -32707, 
-32095, -32093, 
-30830, -30830, 
-28943, -28943, 
-26467, -26468, 
-23457, -23457, 
-19970, -19971, 
-16079, -16079, 
-11862, -11863, 
-7406, -7404, 
-2798, -2798, 
1866, 1866, 
6492, 6493, 
10987, 10987, 
15260, 15259, 
19222, 19222, 
22795, 22795, 
25906, 25907, 
28493, 28493, 
30502, 30502, 
31893, 31893, 
32638, 32637, 
32721, 32721, 
32141, 32140, 
30909, 30909, 
29051, 29052, 
26605, 26605, 
23619, 23619, 
20155, 20155, 
16282, 16282, 
12080, 12080, 
7631, 7632, 
3031, 3031, 
-1633, -1633, 
-6263, -6264, 
-10767, -10767, 
-15053, -15052, 
-19033, -19033, 
-22627, -22627, 
-25763, -25763, 
-28377, -28377, 
-30416, -30416, 
-31839, -31838, 
-32616, -32616, 
-32732, -32731, 
-32184, -32185, 
-30986, -30985, 
-29159, -29159, 
-26740, -26740, 
-23780, -23780, 
-20339, -20339, 
-16485, -16484, 
-12297, -12296, 
-7859, -7859, 
-3263, -3262, 
1399, 1401, 
6034, 6034, 
10547, 10546, 
14845, 14844, 
18842, 18842, 
22457, 22458, 
25619, 25619, 
28260, 28259, 
30329, 30328, 
31783, 31783, 
32593, 32593, 
32742, 32742, 
32228, 32228, 
31061, 31060, 
29264, 29264, 
26875, 26875, 
23940, 23940, 
20521, 20521, 
16686, 16686, 
12512, 12513, 
8085, 8085, 
3495, 3494, 
-1167, -1167, 
-5804, -5805, 
-10325, -10326, 
-14636, -14636, 
-18651, -18651, 
-22287, -22288, 
-25472, -25472, 
-28141, -28141, 
-30239, -30239, 
-31725, -31725, 
-32568, -32567, 
-32750, -32751, 
-32270, -32269, 
-31134, -31135, 
-29368, -29369, 
-27007, -27008, 
-24099, -24099, 
-20703, -20703, 
-16886, -16886, 
-12728, -12728, 
-8311, -8311, 
-3726, -3728, 
934, 933, 
5575, 5575, 
10104, 10104, 
14426, 14427, 
18458, 18458, 
22115, 22115, 
25324, 25324, 
28021, 28021, 
30149, 30148, 
31666, 31665, 
32541, 32541, 
32757, 32757, 
32310, 32309, 
31206, 31206, 
29471, 29472, 
27139, 27139, 
24257, 24257, 
20883, 20883, 
17085, 17086, 
12943, 12944, 
8537, 8537, 
3958, 3959, 
-700, -700, 
-5345, -5345, 
-9882, -9881, 
-14217, -14217, 
-18265, -18265, 
-21942, -21943, 
-25176, -25175, 
-27899, -27899, 
-30056, -30056, 
-31605, -31605, 
-32513, -32513, 
-32762, -32761, 
-32347, -32347, 
-31277, -31277, 
-29573, -29573, 
-27269, -27269, 
-24413, -24414, 
-21062, -21062, 
-17284, -17284, 
-13156, -13157, 
-8762, -8762, 
-4190, -4190, 
467, 466, 
5115, 5115, 
9659, 9658, 
14006, 14007, 
18070, 18070, 
21769, 21769, 
25026, 25025, 
27776, 27776, 
29962, 29963, 
31541, 31542, 
32482, 32483, 
32765, 32765, 
32383, 32383, 
31346, 31346, 
29672, 29672, 
27397, 27398, 
24568, 24568, 
21240, 21241, 
17482, 17482, 
13371, 13370, 
8987, 8987, 
4421, 4422, 
-233, -234, 
-4883, -4883, 
-9435, -9435, 
-13795, -13795, 
-17876, -17875, 
-21594, -21594, 
-24874, -24875, 
-27651, -27651, 
-29868, -29867, 
-31478, -31478, 
-32451, -32451, 
-32767, -32767, 
-32419, -32418, 
-31413, -31413, 
-29770, -29770, 
-27525, -27525, 
-24722, -24722, 
-21418, -21417, 
-17680, -17680, 
-13583, -13582, 
-9211, -9212, 
-4653, -4653, 
-1, 1, 
4652, 4652, 
9211, 9211, 
13584, 13582, 
17679, 17679, 
21418, 21418, 
24722, 24722, 
27525, 27525, 
29771, 29771, 
31412, 31413, 
32418, 32419, 
32767, 32767, 
32452, 32451, 
31478, 31478, 
29868, 29867, 
27650, 27651, 
24874, 24874, 
21593, 21593, 
17876, 17875, 
13795, 13795, 
9435, 9436, 
4883, 4884, 
234, 233, 
-4421, -4422, 
-8987, -8987, 
-13370, -13370, 
-17483, -17483, 
-21240, -21240, 
-24568, -24569, 
-27398, -27398, 
-29672, -29672, 
-31346, -31346, 
-32383, -32384, 
-32765, -32765, 
-32483, -32484, 
-31542, -31542, 
-29963, -29963, 
-27775, -27775, 
-25026, -25026, 
-21769, -21769, 
-18070, -18071, 
-14006, -14007, 
-9658, -9658, 
-5115, -5115, 
-467, -467, 
4190, 4190, 
8762, 8763, 
13157, 13157, 
17285, 17284, 
21062, 21062, 
24413, 24413, 
27269, 27269, 
29573, 29572, 
31276, 31277, 
32347, 32346, 
32762, 32762, 
32513, 32512, 
31605, 31604, 
30056, 30057, 
27899, 27899, 
25176, 25176, 
21943, 21943, 
18265, 18265, 
14217, 14217, 
9881, 9881, 
5344, 5345, 
700, 700, 
-3958, -3958, 
-8537, -8537, 
-12942, -12943, 
-17085, -17086, 
-20883, -20883, 
-24257, -24257, 
-27138, -27138, 
-29471, -29471, 
-31206, -31207, 
-32309, -32308, 
-32757, -32757, 
-32541, -32540, 
-31666, -31666, 
-30148, -30148, 
-28021, -28020, 
-25325, -25325, 
-22115, -22116, 
-18458, -18458, 
-14427, -14427, 
-10103, -10103, 
-5575, -5575, 
-934, -933, 
3727, 3726, 
8312, 8311, 
12729, 12728, 
16886, 16886, 
20703, 20702, 
24099, 24100, 
27007, 27008, 
29369, 29369, 
31135, 31134, 
32270, 32270, 
32750, 32750, 
32568, 32567, 
31724, 31724, 
30239, 30240, 
28140, 28142, 
25472, 25473, 
22287, 22288, 
18651, 18651, 
14636, 14635, 
10325, 10325, 
5805, 5805, 
1167, 1167, 
-3495, -3495, 
-8085, -8085, 
-12512, -12513, 
-16685, -16685, 
-20521, -20521, 
-23941, -23940, 
-26875, -26875, 
-29264, -29265, 
-31060, -31061, 
-32228, -32228, 
-32742, -32742, 
-32593, -32593, 
-31782, -31782, 
-30328, -30328, 
-28260, -28260, 
-25618, -25619, 
-22458, -22458, 
-18842, -18842, 
-14845, -14844, 
-10546, -10546, 
-6035, -6035, 
-1400, -1400, 
3262, 3263, 
7859, 7859, 
12296, 12297, 
16485, 16485, 
20339, 20339, 
23780, 23780, 
26741, 26741, 
29159, 29158, 
30985, 30985, 
32185, 32185, 
32732, 32733, 
32615, 32616, 
31839, 31839, 
30416, 30416, 
28377, 28377, 
25763, 25762, 
22627, 22628, 
19032, 19032, 
15053, 15052, 
10767, 10767, 
6264, 6263, 
1633, 1634, 
-3030, -3030, 
-7632, -7632, 
-12081, -12079, 
-16282, -16283, 
-20154, -20155, 
-23618, -23619, 
-26604, -26605, 
-29051, -29051, 
-30910, -30909, 
-32140, -32141, 
-32721, -32720, 
-32637, -32637, 
-31892, -31893, 
-30502, -30502, 
-28493, -28493, 
-25907, -25907, 
-22795, -22796, 
-19222, -19222, 
-15260, -15259, 
-10987, -10987, 
-6493, -6492, 
-1867, -1867, 
2798, 2798, 
7405, 7405, 
11862, 11862, 
16079, 16079, 
19971, 19970, 
23457, 23456, 
26468, 26468, 
28942, 28942, 
30831, 30830, 
32095, 32095, 
32707, 32706, 
32657, 32657, 
31946, 31945, 
30587, 30586, 
28607, 28607, 
26049, 26049, 
22963, 22963, 
19411, 19411, 
15466, 15465, 
11206, 11208, 
6721, 6721, 
2100, 2099, 
-2565, -2565, 
-7177, -7177, 
-11644, -11644, 
-15875, -15876, 
-19785, -19785, 
-23293, -23294, 
-26330, -26330, 
-28833, -28832, 
-30751, -30751, 
-32046, -32047, 
-32692, -32692, 
-32675, -32675, 
-31997, -31997, 
-30669, -30669, 
-28720, -28720, 
-26190, -26190, 
-23129, -23128, 
-19598, -19598, 
-15671, -15671, 
-11425, -11426, 
-6949, -6949, 
-2332, -2332, 
2333, 2333, 
6950, 6950, 
11426, 11427, 
15670, 15671, 
19599, 19598, 
23128, 23128, 
26190, 26189, 
28720, 28720, 
30670, 30669, 
31996, 31996, 
32675, 32676, 
32692, 32692, 
32046, 32046, 
30751, 30751, 
28832, 28831, 
26330, 26329, 
23293, 23293, 
19784, 19785, 
15875, 15875, 
11645, 11645, 
7177, 7178, 
2564, 2565, 
-2100, -2099, 
-6722, -6722, 
-11207, -11206, 
-15466, -15466, 
-19410, -19411, 
-22962, -22962, 
-26049, -26049, 
-28608, -28607, 
-30586, -30586, 
-31945, -31946, 
-32658, -32657, 
-32707, -32707, 
-32095, -32094, 
-30832, -30830, 
-28943, -28943, 
-26468, -26467, 
-23457, -23456, 
-19971, -19970, 
-16080, -16080, 
-11862, -11863, 
-7406, -7405, 
-2797, -2797, 
1867, 1866, 
6492, 6492, 
10987, 10987, 
15260, 15259, 
19222, 19222, 
22796, 22796, 
25907, 25906, 
28494, 28493, 
30502, 30502, 
31893, 31893, 
32637, 32637, 
32720, 32721, 
32140, 32140, 
30909, 30909, 
29052, 29052, 
26605, 26605, 
23619, 23619, 
20155, 20155, 
16281, 16282, 
12080, 12079, 
7632, 7632, 
3031, 3030, 
-1634, -1633, 
-6263, -6264, 
-10767, -10767, 
-15052, -15053, 
-19033, -19032, 
-22627, -22628, 
-25763, -25763, 
-28377, -28377, 
-30416, -30416, 
-31838, -31838, 
-32616, -32616, 
-32732, -32732, 
-32185, -32185, 
-30986, -30986, 
-29158, -29158, 
-26741, -26741, 
-23780, -23780, 
-20339, -20338, 
-16485, -16484, 
-12296, -12296, 
-7859, -7859, 
-3262, -3263, 
1400, 1400, 
6035, 6034, 
10546, 10546, 
14845, 14845, 
18842, 18842, 
22457, 22458, 
25619, 25619, 
28260, 28260, 
30327, 30328, 
31782, 31782, 
32592, 32592, 
32742, 32742, 
32229, 32227, 
31061, 31061, 
29264, 29264, 
26875, 26874, 
23940, 23941, 
20521, 20521, 
16685, 16686, 
12513, 12513, 
8086, 8085, 
3495, 3495, 
-1167, -1167, 
-5804, -5805, 
-10325, -10324, 
-14636, -14636, 
-18651, -18651, 
-22287, -22287, 
-25471, -25473, 
-28141, -28140, 
-30239, -30240, 
-31724, -31725, 
-32567, -32567, 
-32750, -32751, 
-32270, -32269, 
-31135, -31135, 
-29369, -29369, 
-27007, -27007, 
-24099, -24099, 
-20703, -20703, 
-16886, -16886, 
-12728, -12728, 
-8311, -8312, 
-3727, -3727, 
934, 934, 
5576, 5575, 
10104, 10104, 
14427, 14427, 
18459, 18458, 
22115, 22115, 
25325, 25324, 
28020, 28020, 
30148, 30148, 
31665, 31666, 
32541, 32541, 
32757, 32757, 
32309, 32310, 
31206, 31206, 
29472, 29472, 
27139, 27138, 
24257, 24257, 
20883, 20883, 
17086, 17086, 
12942, 12942, 
8537, 8537, 
3958, 3958, 
-700, -701, 
-5344, -5345, 
-9881, -9881, 
-14218, -14217, 
-18264, -18265, 
-21942, -21943, 
-25175, -25176, 
-27899, -27898, 
-30057, -30057, 
-31605, -31605, 
-32512, -32513, 
-32761, -32761, 
-32347, -32347, 
-31277, -31277, 
-29573, -29572, 
-27269, -27269, 
-24414, -24414, 
-21062, -21062, 
-17284, -17285, 
-13156, -13157, 
-8763, -8762, 
-4190, -4190, 
467, 467, 
5114, 5114, 
9658, 9659, 
14006, 14006, 
18071, 18071, 
21769, 21769, 
25026, 25026, 
27775, 27776, 
29963, 29962, 
31543, 31542, 
32483, 32483, 
32765, 32765, 
32384, 32384, 
31345, 31345, 
29671, 29672, 
27398, 27398, 
24568, 24568, 
21241, 21241, 
17483, 17483, 
13369, 13370, 
8986, 8987, 
4422, 4421, 
-233, -234, 
-4885, -4884, 
-9435, -9435, 
-13795, -13794, 
-17876, -17875, 
-21594, -21594, 
-24875, -24874, 
-27651, -27651, 
-29867, -29868, 
-31478, -31478, 
-32452, -32451, 
-32768, -32767, 
-32419, -32418, 
-31412, -31413, 
-29771, -29771, 
-27525, -27526, 
-24722, -24721, 
-21417, -21418, 
-17680, -17679, 
-13583, -13583, 
-9211, -9210, 
-4653, -4653
